Body Part,Equipment Required,ID,Name,Primary Muscle Group,Duration(min),Reps,Sets,Rest Time(sec),Calories Burned,Difficulty Level,Intensity Level,Video Link,Image Link,Secondary Muscle Group,Category
waist,body weight,1,3/4 sit-up,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=qzcKvbpxhh0,\Exercises pictures\1.gif,"Obliques, Hip Flexors ",Endurence Training
waist,body weight,2,45° side bend,Obliques ,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=V-k27645MTs,\Exercises pictures\2.gif,"Rectus Abdominis, Erector Spinae","Endurance Training, Hypertrophy Training"
waist,body weight,3,air bike,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=i6mPCVUrtNk,\Exercises pictures\3.gif,"Obliques , Hip Flexors ","Endurance Training, Hypertrophy Training"
upper legs,body weight,4,all fours squad stretch,Quadriceps,7,12,3,40,51.45,Intermediate,Medium,https://www.youtube.com/watch?v=PdTNAjLfybs,\Exercises pictures\4.gif,"Hip Flexors, Lower Back",Flexibility & Mobility
waist,body weight,5,alternate heel touchers,Obliques,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=2zhFTw2epoc,\Exercises pictures\5.gif,"Rectus Abdominis, Transverse Abdominis","Endurance Training, Hypertrophy Training"
back,cable,6,alternate lateral pulldown,Latissimus Dorsi,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=je8QMOY79-o,\Exercises pictures\6.gif,"Biceps , Rear Deltoids , Trapezius , Rhomboids","Strength Training, Hypertrophy Training"
lower legs,body weight,7,ankle circles,Ankle Stabilizers,7,20,3,40,42.88,Intermediate,Medium,https://www.youtube.com/watch?v=om1IAdzpKsg,\Exercises pictures\7.gif,"Calves, Foot Muscles",Flexibility & Mobility
back,body weight,8,archer pull up,Latissimus Dorsi ,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=Z7GdTkOEe5Y,\Exercises pictures\8.gif,"Biceps, Forearms, Rear Deltoids, Trapezius","Strength Training, Hypertrophy Training"
chest,body weight,9,archer push up,Chest,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=25t7UBYCMbE,\Exercises pictures\9.gif,"Triceps , Shoulders , Core ","Strength Training, Hypertrophy Training"
waist,body weight,10,arm slingers hanging bent knee legs,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=auZRSreJ2Rc,\Exercises pictures\10.gif,"Hip Flexors, Obliques, Forearms & Grip Strength","Strength Training, Hypertrophy Training"
waist,body weight,11,arm slingers hanging straight legs,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/shorts/RiQ9voooO7w,\Exercises pictures\11.gif,"Hip Flexors, Obliques, Forearms & Grip Strength","Strength Training, Hypertrophy Training"
upper legs,body weight,12,arms apart circular toe touch (male),Obliques ,6,12,4,45,40.42,Intermediate,Medium,https://www.youtube.com/watch?v=bu4c8AtzSN0,\Exercises pictures\12.gif,"Rectus Abdominis, Hip Flexors , Lower Back ","Strength Training, Hypertrophy Training"
waist,body weight,13,arms overhead full sit-up (male),Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=pAci8N_6jS0,\Exercises pictures\13.gif,"Hip Flexors , Obliques , Lower Back ","Strength Training, Hypertrophy Training"
chest,leverage machine,14,assisted chest dip (kneeling),Chest ,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=KiHxt4lm3Lo,\Exercises pictures\14.gif,"Triceps, Shoulders , Core","Strength Training, Hypertrophy Training"
waist,assisted,15,assisted hanging knee raise,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=RD_A-Z15ER4,\Exercises pictures\15.gif,"Hip Flexors, Obliques, Forearms & Grip Strength","Strength Training, Hypertrophy Training"
waist,assisted,16,assisted hanging knee raise with throw down,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=1ltUyaCTdWI,\Exercises pictures\16.gif,"Hip Flexors, Obliques, Forearms & Grip Strength","Strength Training, Hypertrophy Training"
lower legs,assisted,17,assisted lying calves stretch,Calves ,7,20,3,40,42.88,Intermediate,Medium,https://www.youtube.com/watch?v=spQfbrgbMY8,\Exercises pictures\17.gif,"Hamstrings, Ankles",Flexibility & Mobility
upper legs,assisted,18,assisted lying glutes stretch,Glutes ,6,12,4,45,40.42,Intermediate,Medium,https://www.youtube.com/watch?v=bft_XBVQiTs,\Exercises pictures\18.gif,"Lower Back, Hip Flexors",Flexibility & Mobility
upper legs,assisted,19,assisted lying gluteus and piriformis stretch,"Glutes , Piriformis",6,12,4,45,40.42,Intermediate,Medium,https://www.youtube.com/watch?v=Himq_DM0aCw,\Exercises pictures\19.gif,"Lower Back, Hip Flexors",Flexibility & Mobility
waist,assisted,20,assisted lying leg raise with lateral throw down,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=Nf8G1p9yb-k,\Exercises pictures\20.gif,"Obliques , Hip Flexors, Lower Back","Endurance Training, Hypertrophy Training"
waist,assisted,21,assisted lying leg raise with throw down,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=5uIjIX0xD1A,\Exercises pictures\21.gif,"Obliques , Hip Flexors, Lower Back","Endurance Training, Hypertrophy Training"
waist,medicine ball,22,assisted motion russian twist,Obliques,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=Eh3Jl3F4ZBI,\Exercises pictures\22.gif,"Rectus Abdominis, Transverse Abdominis, Lower Back, Hip Flexors","Endurance Training, Hypertrophy Training"
back,leverage machine,23,assisted parallel close grip pull-up,Latissimus Dorsi,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=0b8ISdYWtrg,\Exercises pictures\23.gif,"Biceps, Forearms, Upper Back, Core","Strength Training, Hypertrophy Training"
upper legs,assisted,24,assisted prone hamstring,Hamstrings,8,10,3,50,68.6,Intermediate,Medium,https://www.youtube.com/watch?v=c0nusWi35jU,\Exercises pictures\24.gif,"Glutes, Calves",Flexibility & Mobility
upper legs,assisted,25,assisted prone lying quads stretch,Quadriceps,7,12,3,40,51.45,Intermediate,Medium,https://www.youtube.com/watch?v=-7zotiCK-Mc,\Exercises pictures\25.gif,"Hip Flexors, Lower Back", Flexibility & Mobility
waist,assisted,26,assisted prone rectus femoris stretch,Rectus Femoris,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=g5sTOVQsTmI,\Exercises pictures\26.gif,"Hip Flexors, Knees", Flexibility & Mobility
back,leverage machine,27,assisted pull-up,Latissimus Dorsi,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=wFj808u2HWU,\Exercises pictures\27.gif,"Biceps, Forearms, Upper Back, Core","Strength Training, Hypertrophy Training"
chest,assisted,28,assisted seated pectoralis major stretch with stability ball,Pectoralis Major,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=G-w40tWFEHc,\Exercises pictures\28.gif,"Anterior Deltoids, Biceps", Flexibility & Mobility 
upper legs,assisted,29,assisted side lying adductor stretch,Adductors,5,12,3,30,20,Beginner,Medium,https://aspira-fitness.com/discover/exercises/exercise/8f7bf07b-67d3-4ddb-a343-e1691f49dfd7,\Exercises pictures\29.gif,"Hip Flexors, Glutes",Flexibility & Mobility
waist,assisted,30,assisted sit-up,Rectus Abdominis,5,15,3,30,30.62,Intermediate,Medium,https://www.youtube.com/watch?v=YLgD7ncmpUs,\Exercises pictures\30.gif,"Hip Flexors, Obliques, Lower Back","Endurance Training, Hypertrophy Training"
back,leverage machine,31,assisted standing chin-up,Biceps Brachii,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=7mGFW0YfFbY,\Exercises pictures\31.gif,"Latissimus Dorsi, Forearms, Upper Back, Core","Strength Training, Hypertrophy Training"
back,leverage machine,32,assisted standing pull-up,Latissimus Dorsi,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=c4UGB-HE84U,\Exercises pictures\31.gif,"Biceps Brachii, Forearms, Upper Back, Core","Strength Training, Hypertrophy Training"
upper arms,assisted,33,assisted standing triceps extension (with towel),Triceps Brachii ,6,12,3,35,33.08,Intermediate,Medium,https://www.youtube.com/watch?v=6qaGfCMl9zs,\Exercises pictures\33.gif,"Shoulders, Forearms","Strength Training, Hypertrophy Training"
upper arms,leverage machine,34,assisted triceps dip (kneeling),Triceps Brachii,6,12,3,35,33.08,Intermediate,Medium,https://www.youtube.com/watch?v=YZCwqXzPNEo,\Exercises pictures\34.gif,"Pectoralis Major, Anterior Deltoid","Strength Training, Hypertrophy Training"
chest,leverage machine,35,assisted wide-grip chest dip (kneeling),Pectoralis Major,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=9IIEInyacFE,\Exercises pictures\35.gif,"Triceps Brachii, Anterior Deltoid","Strength Training, Hypertrophy Training"
cardio,body weight,36,astride jumps (male),Quadriceps,5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=oxA5FOhoTb8,\Exercises pictures\36.gif,"Glutes, Hamstrings, Calves, Core","Explosive Power & Speed Training, Endurance Training"
cardio,body weight,37,back and forth step,"Quadriceps, Hamstrings",5,12,3,30,20,Beginner,Medium,https://www.youtube.com/watch?v=n7apMmIEauk,\Exercises pictures\37.gif,"Calves, Glutes, Core","Endurance Training, Speed & Agility"
back,stability ball,38,back extension on exercise ball,Erector Spinae,5,12,3,30,20,Beginner,Low,https://www.youtube.com/watch?v=YGqr6rLaBdM,\Exercises pictures\38.gif,"Glutes, Hamstrings, Core",Strength & Postural Stability
back,body weight,39,back lever,"Latissimus Dorsi, Core",5,12,3,30,20,Advanced,High,https://www.youtube.com/watch?v=HXaG8mJmSnU,\Exercises pictures\39.gif,"Biceps, Forearms, Lower Back",Strength Training
back,body weight,40,back pec stretch,Pectoralis Major,5,12,3,30,20,Beginner,Low,https://www.youtube.com/watch?v=HJFlfcl6GLw,\Exercises pictures\40.gif,"Shoulders, Biceps",Mobility & Recovery
upper legs,body weight,41,backward jump,"Quadriceps, Glutes",7,12,3,40,51.45,Intermediate,Medium,https://www.youtube.com/watch?v=PcSLJAGznk8,\Exercises pictures\41.gif,"Hamstrings, Calves, Core",Explosive Power & Agility
upper legs,Balance Board,42,balance board,Core,7,12,3,40,51.45,Intermediate,Medium,https://www.youtube.com/watch?v=GuPZBN1hepQ,\Exercises pictures\42.gif,"Calves, Ankles, Lower Back",Stability & Core Control
upper arms,band,43,band alternating biceps curl,Biceps Brachii,5,15,3,30,24.5,Beginner,Medium,https://www.youtube.com/watch?v=LTMw2Le7RmI,\Exercises pictures\43.gif,"Forearms, Shoulders",Strength & Hypertrophy
waist,band,44,band alternating v-up,Rectus Abdominis,5,15,3,30,30.62,Intermediate,High,https://www.youtube.com/shorts/ew3FwJvMEcM,\Exercises pictures\44.gif,"Hip Flexors, Obliques",Strength & Endurance
back,band,45,band assisted pull-up,Latissimus Dorsi,5,12,3,30,20, Intermediate,High,https://www.youtube.com/watch?v=gyfQKHhFilo,\Exercises pictures\45.gif,"Biceps, Forearms, Upper Back",Strength Training & Progression to Unassisted Pull-Ups
waist,band,46,band assisted wheel rollerout,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
chest,band,47,band bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,band,48,band bent-over hip extension,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,49,band bicycle crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,band,50,band close-grip pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,band,51,band close-grip push-up,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,band,52,band concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,band,53,band fixed back close grip pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
back,band,54,band fixed back underhand pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
shoulders,band,55,band front lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,band,56,band front raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,band,57,band hip lift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,58,band horizontal pallof press,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,band,59,band jack knife sit-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,band,60,band kneeling one arm pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
waist,band,61,band kneeling twisting crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,band,62,band lying hip internal rotation,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,63,band lying straight leg raise,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,band,64,band one arm overhead biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,band,65,band one arm single leg split squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
back,band,66,band one arm standing low row,upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,band,67,band one arm twisting chest press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,band,68,band one arm twisting seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper legs,band,69,band pull through,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,70,band push sit-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
shoulders,band,71,band reverse fly,delts,5,12,3,30,20,Beginner,Medium,,,,
lower arms,band,72,band reverse wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
upper legs,band,73,band seated hip internal rotation,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,74,band seated twist,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
shoulders,band,75,band shoulder press,delts,5,12,3,30,20,Beginner,Medium,,,,
back,band,76,band shrug,traps,5,12,3,30,20,Beginner,Medium,,,,
upper arms,band,77,band side triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
lower legs,band,78,band single leg calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
lower legs,band,79,band single leg reverse calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper legs,band,80,band single leg split squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,band,81,band squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,band,82,band squat row,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,band,83,band standing crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
shoulders,band,84,band standing rear delt row,delts,5,12,3,30,20,Beginner,Medium,,,,
waist,band,85,band standing twisting crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,band,86,band step-up,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,band,87,band stiff leg deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,band,88,band straight back stiff leg deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
back,band,89,band straight leg deadlift,spine,5,12,3,30,20,Beginner,Medium,,,,
shoulders,band,90,band twisting overhead press,delts,5,12,3,30,20,Beginner,Medium,,,,
lower legs,band,91,band two legs calf raise - (band under both legs) v. 2,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
back,band,92,band underhand pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
waist,band,93,band v-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,band,94,band vertical pallof press,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
lower arms,band,95,band wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
shoulders,band,96,band y-raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,97,barbell alternate biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,barbell,98,barbell bench front squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
chest,barbell,99,barbell bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,100,barbell bench squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
back,barbell,101,barbell bent arm pullover,lats,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,102,barbell bent over row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,103,barbell biceps curl (with arm blaster),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,barbell,104,barbell clean and press,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,105,barbell clean-grip front squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,barbell,106,barbell close-grip bench press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,107,barbell curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,barbell,108,barbell deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
chest,barbell,109,barbell decline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,110,barbell decline bent arm pullover,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,111,barbell decline close grip to skull press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
chest,barbell,112,barbell decline pullover,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,113,barbell decline wide-grip press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,114,barbell decline wide-grip pullover,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,115,barbell drag curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
lower legs,barbell,116,barbell floor calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper legs,barbell,117,barbell front chest squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,118,barbell front raise,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,119,barbell front raise and pullover,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,120,barbell front squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,121,barbell full squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,122,barbell full squat (back pov),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,123,barbell full squat (side pov),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,124,barbell full zercher squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,125,barbell glute bridge,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,126,barbell glute bridge two legs on bench (male),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,127,barbell good morning,hamstrings,8,10,3,50,68.6,Intermediate,Medium,,,,
chest,barbell,128,barbell guillotine bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,129,barbell hack squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,130,barbell high bar squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
chest,barbell,131,barbell incline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,132,barbell incline close grip bench press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,133,barbell incline reverse-grip press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,barbell,134,barbell incline row,upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,135,barbell incline shoulder raise,serratus anterior,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,136,barbell jefferson squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,barbell,137,barbell jm bench press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,barbell,138,barbell jump squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,139,barbell lateral lunge,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,140,barbell low bar squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,141,barbell lunge,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,barbell,142,barbell lying back of the head tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,143,barbell lying close-grip press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,144,barbell lying close-grip triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,145,barbell lying extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,barbell,146,barbell lying lifting (on hip),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,barbell,147,barbell lying preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,barbell,148,barbell lying triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,149,barbell lying triceps extension skull crusher,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,barbell,150,barbell narrow stance squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
back,barbell,151,barbell one arm bent over row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,152,barbell one arm floor press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,barbell,153,barbell one arm side deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,154,barbell one arm snatch,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,155,barbell one leg squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,156,barbell overhead squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
lower arms,barbell,157,barbell palms down wrist curl over a bench,forearms,5,12,3,30,20,Beginner,Medium,,,,
lower arms,barbell,158,barbell palms up wrist curl over a bench,forearms,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,159,barbell pendlay row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,160,barbell pin presses,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,161,barbell preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
waist,barbell,162,barbell press sit-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,barbell,163,barbell prone incline curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,barbell,164,barbell pullover,lats,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,165,barbell pullover to press,lats,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,166,barbell rack pull,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,167,barbell rear delt raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,168,barbell rear delt row,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,169,barbell rear lunge,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,170,barbell rear lunge v. 2,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
lower arms,barbell,171,barbell revers wrist curl v. 2,forearms,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,172,barbell reverse close-grip bench press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,173,barbell reverse curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,barbell,174,barbell reverse grip bent over row,upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,175,barbell reverse grip decline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,176,barbell reverse grip incline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,barbell,177,barbell reverse grip incline bench row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,178,barbell reverse grip skullcrusher,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,179,barbell reverse preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
lower arms,barbell,180,barbell reverse wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
waist,barbell,181,barbell rollerout,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,barbell,182,barbell rollerout from bench,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,barbell,183,barbell romanian deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,184,barbell seated behind head military press,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,185,barbell seated bradford rocky press,delts,5,12,3,30,20,Beginner,Medium,,,,
lower legs,barbell,186,barbell seated calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
lower legs,barbell,187,barbell seated calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper arms,barbell,188,barbell seated close grip behind neck triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,barbell,189,barbell seated close-grip concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,barbell,190,barbell seated good morning,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,191,barbell seated overhead press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,192,barbell seated overhead triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
waist,barbell,193,barbell seated twist,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,barbell,194,barbell shrug,traps,5,12,3,30,20,Beginner,Medium,,,,
waist,barbell,195,barbell side bent v. 2,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,barbell,196,barbell side split squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,197,barbell side split squat v. 2,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,198,barbell single leg deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,199,barbell single leg split squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
waist,barbell,200,barbell sitted alternate leg raise,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,barbell,201,barbell sitted alternate leg raise (female),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
shoulders,barbell,202,barbell skier,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,203,barbell speed squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,204,barbell split squat v. 2,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,205,barbell squat (on knees),quads,7,12,3,40,51.45,Intermediate,Medium,,,,
upper legs,barbell,206,barbell squat jump step rear lunge,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
waist,barbell,207,barbell standing ab rollerout,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
lower arms,barbell,208,barbell standing back wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,209,barbell standing bradford press,delts,5,12,3,30,20,Beginner,Medium,,,,
lower legs,barbell,210,barbell standing calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper arms,barbell,211,barbell standing close grip curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,barbell,212,barbell standing close grip military press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,213,barbell standing concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,barbell,214,barbell standing front raise over head,delts,5,12,3,30,20,Beginner,Medium,,,,
lower legs,barbell,215,barbell standing leg calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper arms,barbell,216,barbell standing overhead triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
